DCorr,MGC,n,dataset
0.87,0.887,50,equal
0.533,0.519,50,equal
0.267,0.258,50,equal
0.609,0.584,50,equal
0.483,0.509,50,equal
0.735,0.772,50,equal
0.666,0.682,50,equal
0.719,0.721,50,equal
0.517,0.511,50,equal
0.073,0.06,50,equal
0.378,0.371,50,equal
0.568,0.543,50,equal
0.102,0.089,50,equal
0.012,0.009,50,equal
0.899,0.902,50,equal
0.022,0.028,50,equal
0.047,0.047,50,equal
0.459,0.44,50,equal
0.012,0.036,50,equal
0.692,0.672,50,equal
0.965,0.946,50,equal
0.341,0.376,50,equal
0.776,0.778,50,equal
0.994,0.998,50,equal
0.821,0.817,50,equal
0.425,0.414,50,equal
0.382,0.367,50,equal
0.63,0.602,50,equal
0.78,0.783,50,equal
0.261,0.273,50,equal
0.858,0.861,50,equal
0.139,0.141,50,equal
0.718,0.761,50,equal
0.699,0.719,50,equal
0.477,0.492,50,equal
0.313,0.282,50,equal
0.17,0.187,50,equal
0.35,0.33,50,equal
0.592,0.6,50,equal
0.133,0.131,50,equal
0.324,0.34,50,equal
0.458,0.444,50,equal
0.997,0.999,50,equal
0.695,0.677,50,equal
0.992,0.992,50,equal
0.996,0.998,50,equal
0.51,0.517,50,equal
0.459,0.442,50,equal
0.403,0.42,50,equal
0.898,0.895,50,equal
0.124,0.138,50,equal
0.477,0.49,50,equal
0.355,0.357,50,equal
0.934,0.944,50,equal
0.993,0.994,50,equal
0.095,0.11,50,equal
0.979,0.969,50,equal
0.792,0.788,50,equal
0.756,0.724,50,equal
0.86,0.883,50,equal
0.043,0.067,50,equal
0.479,0.475,50,equal
0.833,0.841,50,equal
0.918,0.916,50,equal
0.972,0.981,50,equal
0.679,0.682,50,equal
0.238,0.228,50,equal
0.936,0.933,50,equal
0.11,0.122,50,equal
0.974,0.955,50,equal
0.82,0.809,50,equal
0.682,0.664,50,equal
0.226,0.225,50,equal
0.708,0.692,50,equal
0.87,0.862,50,equal
0.715,0.735,50,equal
0.889,0.879,50,equal
0.522,0.51,50,equal
0.681,0.702,50,equal
0.049,0.007,50,equal
0.043,0.025,50,equal
0.168,0.22,50,equal
0.51,0.519,50,equal
0.672,0.693,50,equal
0.082,0.083,50,equal
0.993,0.992,50,equal
0.885,0.874,50,equal
0.74,0.726,50,equal
0.43,0.414,50,equal
0.244,0.238,50,equal
0.965,0.966,50,equal
0.499,0.461,50,equal
0.283,0.295,50,equal
0.555,0.556,50,equal
0.951,0.957,50,equal
0.635,0.642,50,equal
0.724,0.735,50,equal
1.0,0.998,50,equal
0.402,0.382,50,equal
0.102,0.105,50,equal
0.46,0.442,50,equal
0.656,0.674,50,equal
0.663,0.65,50,equal
0.994,0.989,50,equal
0.653,0.682,50,equal
0.426,0.428,50,equal
0.55,0.561,50,equal
0.919,0.903,50,equal
0.842,0.829,50,equal
0.805,0.788,50,equal
0.1,0.019,50,equal
0.265,0.258,50,equal
0.199,0.224,50,equal
0.122,0.131,50,equal
0.424,0.448,50,equal
0.71,0.727,50,equal
0.592,0.614,50,equal
0.445,0.44,50,equal
0.19,0.221,50,equal
0.251,0.236,50,equal
0.258,0.258,50,equal
0.425,0.408,50,equal
0.781,0.797,50,equal
0.591,0.583,50,equal
0.967,0.972,50,equal
0.724,0.723,50,equal
0.137,0.141,50,equal
0.694,0.72,50,equal
0.235,0.269,50,equal
0.409,0.399,50,equal
0.384,0.374,50,equal
0.818,0.788,50,equal
0.883,0.885,50,equal
0.346,0.362,50,equal
0.708,0.7,50,equal
0.692,0.72,50,equal
0.129,0.169,50,equal
0.544,0.536,50,equal
0.838,0.815,50,equal
0.842,0.828,50,equal
0.912,0.917,50,equal
0.428,0.412,50,equal
0.84,0.841,50,equal
0.048,0.017,50,equal
0.487,0.484,50,equal
0.015,0.02,50,equal
0.443,0.423,50,equal
0.967,0.964,50,equal
0.334,0.339,50,equal
0.251,0.255,50,equal
0.075,0.079,50,equal
0.218,0.205,50,equal
0.185,0.176,50,equal
0.143,0.162,50,equal
0.034,0.041,50,equal
0.725,0.753,50,equal
0.961,0.96,50,equal
0.798,0.776,50,equal
0.893,0.896,50,equal
0.352,0.324,50,equal
0.8,0.808,50,equal
0.582,0.544,50,equal
0.624,0.649,50,equal
0.668,0.619,50,equal
0.805,0.82,50,equal
0.189,0.206,50,equal
0.617,0.592,50,equal
0.718,0.689,50,equal
0.925,0.932,50,equal
0.418,0.395,50,equal
0.011,0.025,50,linear
0.017,0.007,50,linear
0.205,0.226,50,linear
0.006,0.005,50,linear
0.015,0.013,50,linear
0.003,0.003,50,linear
0.014,0.033,50,linear
0.005,0.006,50,linear
0.013,0.043,50,linear
0.024,0.036,50,linear
0.001,0.003,50,linear
0.007,0.004,50,linear
0.088,0.102,50,linear
0.011,0.01,50,linear
0.008,0.019,50,linear
0.003,0.013,50,linear
0.001,0.001,50,linear
0.002,0.018,50,linear
0.033,0.021,50,linear
0.015,0.029,50,linear
0.012,0.031,50,linear
0.072,0.078,50,linear
0.022,0.038,50,linear
0.001,0.003,50,linear
0.021,0.032,50,linear
0.001,0.001,50,linear
0.001,0.015,50,linear
0.019,0.032,50,linear
0.019,0.036,50,linear
0.001,0.001,50,linear
0.009,0.035,50,linear
0.014,0.019,50,linear
0.003,0.002,50,linear
0.019,0.02,50,linear
0.018,0.035,50,linear
0.001,0.001,50,linear
0.003,0.008,50,linear
0.004,0.012,50,linear
0.019,0.029,50,linear
0.001,0.002,50,linear
0.021,0.034,50,linear
0.001,0.006,50,linear
0.003,0.016,50,linear
0.004,0.009,50,linear
0.046,0.047,50,linear
0.004,0.01,50,linear
0.023,0.036,50,linear
0.068,0.077,50,linear
0.02,0.024,50,linear
0.026,0.037,50,linear
0.1,0.094,50,linear
0.001,0.001,50,linear
0.001,0.001,50,linear
0.001,0.001,50,linear
0.002,0.006,50,linear
0.008,0.008,50,linear
0.012,0.012,50,linear
0.001,0.001,50,linear
0.035,0.045,50,linear
0.069,0.074,50,linear
0.116,0.103,50,linear
0.004,0.004,50,linear
0.003,0.005,50,linear
0.012,0.027,50,linear
0.077,0.073,50,linear
0.094,0.094,50,linear
0.013,0.025,50,linear
0.002,0.005,50,linear
0.009,0.006,50,linear
0.061,0.064,50,linear
0.016,0.026,50,linear
0.005,0.001,50,linear
0.046,0.049,50,linear
0.01,0.017,50,linear
0.008,0.011,50,linear
0.026,0.05,50,linear
0.001,0.001,50,linear
0.06,0.071,50,linear
0.003,0.01,50,linear
0.033,0.03,50,linear
0.001,0.005,50,linear
0.008,0.014,50,linear
0.013,0.018,50,linear
0.012,0.009,50,linear
0.001,0.002,50,linear
0.016,0.035,50,linear
0.062,0.058,50,linear
0.009,0.017,50,linear
0.011,0.033,50,linear
0.007,0.019,50,linear
0.033,0.039,50,linear
0.051,0.057,50,linear
0.013,0.035,50,linear
0.044,0.056,50,linear
0.004,0.006,50,linear
0.001,0.003,50,linear
0.033,0.061,50,linear
0.047,0.058,50,linear
0.015,0.031,50,linear
0.045,0.065,50,linear
0.018,0.047,50,linear
0.004,0.002,50,linear
0.01,0.04,50,linear
0.015,0.017,50,linear
0.014,0.035,50,linear
0.001,0.001,50,linear
0.033,0.041,50,linear
0.004,0.016,50,linear
0.001,0.001,50,linear
0.037,0.028,50,linear
0.001,0.001,50,linear
0.075,0.078,50,linear
0.003,0.002,50,linear
0.006,0.006,50,linear
0.001,0.002,50,linear
0.004,0.006,50,linear
0.001,0.007,50,linear
0.055,0.056,50,linear
0.001,0.007,50,linear
0.031,0.027,50,linear
0.029,0.036,50,linear
0.02,0.039,50,linear
0.01,0.028,50,linear
0.003,0.006,50,linear
0.007,0.023,50,linear
0.091,0.07,50,linear
0.002,0.016,50,linear
0.004,0.008,50,linear
0.013,0.03,50,linear
0.055,0.023,50,linear
0.113,0.105,50,linear
0.002,0.015,50,linear
0.116,0.097,50,linear
0.009,0.014,50,linear
0.024,0.025,50,linear
0.002,0.006,50,linear
0.035,0.041,50,linear
0.01,0.009,50,linear
0.009,0.016,50,linear
0.023,0.025,50,linear
0.004,0.016,50,linear
0.013,0.02,50,linear
0.013,0.017,50,linear
0.006,0.009,50,linear
0.001,0.001,50,linear
0.008,0.01,50,linear
0.012,0.007,50,linear
0.003,0.004,50,linear
0.002,0.007,50,linear
0.018,0.031,50,linear
0.025,0.037,50,linear
0.002,0.002,50,linear
0.052,0.053,50,linear
0.029,0.049,50,linear
0.01,0.03,50,linear
0.07,0.091,50,linear
0.024,0.047,50,linear
0.014,0.01,50,linear
0.033,0.035,50,linear
0.009,0.019,50,linear
0.007,0.022,50,linear
0.002,0.006,50,linear
0.027,0.041,50,linear
0.001,0.001,50,linear
0.075,0.087,50,linear
0.001,0.003,50,linear
0.003,0.018,50,linear
0.005,0.012,50,linear
0.006,0.011,50,linear
0.009,0.018,50,linear
0.003,0.018,50,linear
0.02,0.027,50,linear
0.06,0.031,50,linear
0.024,0.023,50,linear
0.004,0.008,50,linear
0.041,0.036,50,linear
0.004,0.011,50,linear
0.084,0.08,50,linear
0.022,0.042,50,linear
0.09,0.089,50,linear
0.009,0.015,50,linear
0.001,0.001,50,linear
0.001,0.001,50,linear
0.004,0.011,50,linear
0.001,0.001,50,linear
0.049,0.015,50,linear
0.001,0.011,50,linear
0.007,0.004,50,linear
0.013,0.037,50,linear
0.006,0.017,50,linear
0.011,0.019,50,linear
0.018,0.028,50,linear
0.048,0.063,50,linear
0.054,0.083,50,linear
0.007,0.007,50,linear
0.012,0.022,50,linear
0.006,0.013,50,linear
0.039,0.042,50,linear
0.001,0.001,50,linear
0.066,0.07,50,linear
0.025,0.02,50,linear
0.001,0.001,50,linear
0.016,0.004,50,linear
0.005,0.003,50,linear
0.036,0.053,50,linear
0.074,0.097,50,linear
0.008,0.005,50,linear
0.012,0.024,50,linear
0.086,0.088,50,linear
0.03,0.019,50,linear
0.003,0.003,50,linear
0.059,0.061,50,linear
0.007,0.023,50,linear
0.001,0.001,50,linear
0.066,0.07,50,linear
0.001,0.001,50,linear
0.018,0.024,50,linear
0.02,0.034,50,linear
0.005,0.002,50,linear
0.008,0.03,50,linear
0.006,0.014,50,linear
0.163,0.133,50,linear
0.04,0.073,50,linear
0.127,0.129,50,linear
0.015,0.016,50,linear
0.009,0.035,50,linear
0.003,0.002,50,linear
0.003,0.005,50,linear
0.002,0.001,50,linear
0.009,0.014,50,linear
0.009,0.014,50,linear
0.012,0.022,50,linear
0.003,0.014,50,linear
0.001,0.004,50,linear
0.001,0.002,50,linear
0.001,0.004,50,linear
0.002,0.004,50,linear
0.009,0.004,50,linear
0.002,0.012,50,linear
0.002,0.007,50,linear
0.012,0.024,50,linear
0.077,0.089,50,linear
0.001,0.001,50,linear
0.006,0.019,50,linear
0.022,0.023,50,linear
0.013,0.018,50,linear
0.007,0.014,50,linear
0.039,0.052,50,linear
0.04,0.061,50,linear
0.011,0.026,50,linear
0.007,0.008,50,linear
0.008,0.012,50,linear
0.014,0.031,50,linear
0.047,0.048,50,linear
0.001,0.001,50,linear
0.012,0.037,50,linear
0.087,0.093,50,linear
0.026,0.037,50,linear
0.001,0.002,50,linear
0.008,0.007,50,linear
0.03,0.03,50,linear
0.004,0.02,50,linear
0.006,0.019,50,linear
0.001,0.001,50,linear
0.006,0.021,50,linear
0.005,0.013,50,linear
0.004,0.003,50,linear
0.027,0.034,50,linear
0.01,0.034,50,linear
0.011,0.025,50,linear
0.006,0.001,50,linear
0.013,0.026,50,linear
0.001,0.003,50,linear
0.001,0.001,50,linear
0.001,0.004,50,linear
0.012,0.046,50,linear
0.021,0.04,50,linear
0.072,0.083,50,linear
0.013,0.026,50,linear
0.056,0.063,50,linear
0.002,0.002,50,linear
0.006,0.006,50,linear
0.045,0.057,50,linear
0.001,0.003,50,linear
0.012,0.017,50,linear
0.011,0.013,50,linear
0.006,0.023,50,linear
0.021,0.032,50,linear
0.01,0.033,50,linear
0.025,0.025,50,linear
0.014,0.031,50,linear
0.023,0.021,50,linear
0.024,0.038,50,linear
0.004,0.007,50,linear
0.015,0.035,50,linear
0.001,0.001,50,linear
0.069,0.073,50,linear
0.019,0.031,50,linear
0.016,0.035,50,linear
0.015,0.011,50,linear
0.008,0.028,50,linear
0.01,0.03,50,linear
0.044,0.062,50,linear
0.018,0.023,50,linear
0.04,0.043,50,linear
0.001,0.009,50,linear
0.038,0.022,50,linear
0.041,0.046,50,linear
0.014,0.027,50,linear
0.008,0.016,50,linear
0.024,0.032,50,linear
0.007,0.032,50,linear
0.006,0.016,50,linear
0.002,0.009,50,linear
0.037,0.056,50,linear
0.09,0.091,50,linear
0.069,0.081,50,linear
0.005,0.021,50,linear
0.006,0.02,50,linear
0.009,0.001,50,linear
0.007,0.009,50,linear
0.001,0.002,50,linear
0.001,0.001,50,linear
0.036,0.054,50,linear
0.002,0.014,50,linear
0.004,0.015,50,linear
0.003,0.001,50,linear
0.004,0.005,50,linear
0.132,0.144,50,linear
0.06,0.059,50,linear
0.001,0.003,50,linear
0.348,0.377,50,linear
0.014,0.033,50,linear
0.001,0.002,50,linear
0.021,0.031,50,linear
0.039,0.051,50,linear
0.086,0.095,50,linear
0.04,0.05,50,linear
0.036,0.058,50,linear
0.01,0.032,50,linear
0.003,0.005,50,linear
0.002,0.009,50,linear
0.023,0.033,50,linear
0.014,0.032,50,linear
0.052,0.045,50,linear
0.002,0.005,50,linear
0.001,0.001,50,linear
0.046,0.055,50,linear
0.001,0.001,50,linear
0.001,0.001,50,linear
0.021,0.041,50,linear
0.003,0.003,50,linear
0.003,0.013,50,linear
0.011,0.012,50,linear
0.048,0.058,50,linear
0.048,0.047,50,linear
0.031,0.028,50,linear
0.018,0.035,50,linear
0.012,0.02,50,linear
0.057,0.085,50,linear
0.003,0.005,50,linear
0.059,0.063,50,linear
0.003,0.028,50,linear
0.011,0.01,50,linear
0.007,0.011,50,linear
0.015,0.032,50,linear
0.065,0.073,50,linear
0.007,0.018,50,linear
0.05,0.057,50,linear
0.002,0.002,50,linear
0.001,0.001,50,linear
0.005,0.021,50,linear
0.003,0.003,50,linear
0.006,0.009,50,linear
0.015,0.008,50,linear
0.002,0.008,50,linear
0.001,0.001,50,linear
0.008,0.013,50,linear
0.029,0.036,50,linear
0.01,0.035,50,linear
0.056,0.054,50,linear
0.013,0.02,50,linear
0.024,0.035,50,linear
0.009,0.011,50,linear
0.014,0.02,50,linear
0.022,0.033,50,linear
0.007,0.008,50,linear
0.027,0.034,50,linear
0.007,0.021,50,linear
0.015,0.027,50,linear
0.001,0.002,50,linear
0.013,0.026,50,linear
0.033,0.045,50,linear
0.015,0.024,50,linear
0.039,0.045,50,linear
0.005,0.009,50,linear
0.002,0.006,50,linear
0.007,0.01,50,linear
0.027,0.042,50,linear
0.004,0.004,50,linear
0.015,0.01,50,linear
0.001,0.001,50,linear
0.106,0.119,50,linear
0.009,0.011,50,linear
0.011,0.024,50,linear
0.016,0.009,50,linear
0.005,0.011,50,linear
0.005,0.008,50,linear
0.065,0.053,50,linear
0.003,0.007,50,linear
0.01,0.017,50,linear
0.001,0.004,50,linear
0.068,0.092,50,linear
0.003,0.004,50,linear
0.01,0.016,50,linear
0.039,0.05,50,linear
0.031,0.048,50,linear
0.008,0.027,50,linear
0.005,0.012,50,linear
0.077,0.08,50,linear
0.022,0.04,50,linear
0.021,0.015,50,linear
0.092,0.093,50,linear
0.004,0.002,50,linear
0.001,0.001,50,linear
0.003,0.001,50,linear
0.013,0.032,50,linear
0.02,0.033,50,linear
0.001,0.001,50,linear
0.014,0.045,50,linear
0.032,0.046,50,linear
0.015,0.034,50,linear
0.133,0.118,50,linear
0.024,0.041,50,linear
0.034,0.004,50,linear
0.035,0.029,50,linear
0.068,0.071,50,linear
0.006,0.015,50,linear
0.004,0.004,50,linear
0.001,0.002,50,linear
0.005,0.007,50,linear
0.032,0.034,50,linear
0.001,0.001,50,linear
0.007,0.006,50,linear
0.096,0.094,50,linear
0.067,0.084,50,linear
0.011,0.006,50,linear
0.001,0.001,50,linear
0.013,0.01,50,linear
0.04,0.052,50,linear
0.001,0.007,50,linear
0.001,0.001,50,linear
0.039,0.027,50,linear
0.016,0.022,50,linear
0.024,0.036,50,linear
0.006,0.006,50,linear
0.003,0.017,50,linear
0.034,0.007,50,linear
0.046,0.066,50,linear
0.02,0.048,50,linear
0.01,0.019,50,linear
0.001,0.001,50,linear
0.028,0.057,50,linear
0.054,0.068,50,linear
0.023,0.039,50,linear
0.07,0.087,50,linear
0.032,0.039,50,linear
0.013,0.04,50,linear
0.043,0.041,50,linear
0.002,0.001,50,linear
0.009,0.028,50,linear
0.003,0.001,50,linear
0.002,0.002,50,linear
0.014,0.01,50,linear
0.004,0.007,50,linear
0.004,0.01,50,linear
0.008,0.019,50,linear
0.18,0.16,50,linear
0.001,0.001,50,linear
0.031,0.04,50,linear
0.022,0.026,50,linear
0.001,0.011,50,linear
0.003,0.003,50,linear
0.001,0.001,50,linear
0.008,0.023,50,linear
0.006,0.022,50,linear
0.005,0.004,50,linear
0.006,0.004,50,linear
0.095,0.127,50,linear
0.005,0.008,50,linear
0.023,0.046,50,linear
0.058,0.053,50,linear
0.006,0.011,50,linear
0.003,0.004,50,linear
0.004,0.002,50,linear
0.001,0.003,50,linear
0.003,0.001,50,linear
0.066,0.068,50,linear
0.007,0.007,50,linear
0.003,0.009,50,linear
0.001,0.001,50,linear
0.006,0.012,50,linear
0.016,0.01,50,linear
0.001,0.006,50,linear
0.003,0.007,50,linear
0.029,0.041,50,linear
0.031,0.013,50,linear
0.125,0.116,50,linear
0.019,0.035,50,linear
0.018,0.021,50,linear
0.012,0.014,50,linear
0.047,0.066,50,linear
0.008,0.001,50,linear
0.01,0.01,50,linear
0.021,0.021,50,linear
0.003,0.014,50,linear
0.013,0.016,50,linear
0.015,0.028,50,linear
0.014,0.037,50,linear
0.071,0.069,50,linear
0.006,0.01,50,linear
0.011,0.001,50,linear
0.018,0.032,50,linear
0.031,0.048,50,linear
0.002,0.008,50,linear
0.002,0.01,50,linear
0.014,0.043,50,linear
0.025,0.048,50,linear
0.012,0.015,50,linear
0.008,0.017,50,linear
0.014,0.031,50,linear
0.029,0.033,50,linear
0.015,0.018,50,linear
0.002,0.003,50,linear
0.001,0.001,50,linear
0.017,0.02,50,linear
0.001,0.003,50,linear
0.1,0.085,50,linear
0.038,0.045,50,linear
0.054,0.087,50,linear
0.011,0.017,50,linear
0.008,0.022,50,linear
0.001,0.002,50,linear
0.041,0.052,50,linear
0.028,0.042,50,linear
0.006,0.019,50,linear
0.057,0.064,50,linear
0.014,0.026,50,linear
0.014,0.012,50,linear
0.005,0.024,50,linear
0.001,0.004,50,linear
0.006,0.019,50,linear
0.095,0.121,50,linear
0.073,0.079,50,linear
0.007,0.008,50,linear
0.012,0.035,50,linear
0.039,0.051,50,linear
0.002,0.005,50,linear
0.051,0.044,50,linear
0.017,0.009,50,linear
0.079,0.081,50,linear
0.03,0.051,50,linear
0.001,0.002,50,linear
0.007,0.02,50,linear
0.014,0.039,50,linear
0.005,0.006,50,linear
0.016,0.031,50,linear
0.053,0.058,50,linear
0.004,0.02,50,linear
0.013,0.016,50,linear
0.001,0.011,50,linear
0.005,0.024,50,linear
0.019,0.039,50,linear
0.003,0.003,50,linear
0.007,0.009,50,linear
0.002,0.006,50,linear
0.004,0.01,50,linear
0.162,0.167,50,linear
0.006,0.013,50,linear
0.001,0.006,50,linear
0.018,0.016,50,linear
0.041,0.015,50,linear
0.014,0.045,50,linear
0.037,0.046,50,linear
0.001,0.001,50,linear
0.035,0.026,50,linear
0.001,0.004,50,linear
0.024,0.038,50,linear
0.021,0.019,50,linear
0.006,0.023,50,linear
0.01,0.022,50,linear
0.001,0.002,50,linear
0.061,0.068,50,linear
0.001,0.006,50,linear
0.008,0.01,50,linear
0.011,0.031,50,linear
0.141,0.167,50,linear
0.015,0.025,50,linear
0.001,0.006,50,linear
0.006,0.017,50,linear
0.011,0.013,50,linear
0.026,0.035,50,linear
0.005,0.019,50,linear
0.002,0.003,50,linear
0.007,0.01,50,linear
0.014,0.03,50,linear
0.001,0.005,50,linear
0.034,0.045,50,linear
0.016,0.034,50,linear
0.007,0.013,50,linear
0.118,0.123,50,linear
0.001,0.003,50,linear
0.031,0.041,50,linear
0.034,0.047,50,linear
0.031,0.051,50,linear
0.007,0.028,50,linear
0.027,0.053,50,linear
0.028,0.058,50,linear
0.009,0.017,50,linear
0.024,0.025,50,linear
0.019,0.016,50,linear
0.006,0.005,50,linear
0.009,0.015,50,linear
0.005,0.004,50,linear
0.01,0.003,50,linear
0.005,0.001,50,linear
0.001,0.003,50,linear
0.001,0.001,50,linear
0.011,0.013,50,linear
0.006,0.008,50,linear
0.005,0.004,50,linear
0.099,0.101,50,linear
0.01,0.031,50,linear
0.001,0.003,50,linear
0.017,0.037,50,linear
0.047,0.052,50,linear
0.006,0.024,50,linear
0.007,0.025,50,linear
0.001,0.001,50,linear
0.004,0.002,50,linear
0.028,0.03,50,linear
0.021,0.03,50,linear
0.001,0.006,50,linear
0.003,0.001,50,linear
0.002,0.006,50,linear
0.001,0.001,50,linear
0.006,0.015,50,linear
0.007,0.003,50,linear
0.027,0.017,50,linear
0.017,0.042,50,linear
0.011,0.024,50,linear
0.005,0.011,50,linear
0.012,0.027,50,linear
0.004,0.016,50,linear
0.027,0.025,50,linear
0.001,0.002,50,linear
0.006,0.012,50,linear
0.006,0.013,50,linear
0.061,0.053,50,linear
0.006,0.009,50,linear
0.01,0.022,50,linear
0.009,0.005,50,linear
0.015,0.025,50,linear
0.011,0.042,50,linear
0.002,0.006,50,linear
0.009,0.012,50,linear
0.034,0.048,50,linear
0.007,0.023,50,linear
0.039,0.053,50,linear
0.011,0.047,50,linear
0.025,0.041,50,linear
0.057,0.076,50,linear
0.021,0.03,50,linear
0.012,0.023,50,linear
0.001,0.001,50,linear
0.004,0.011,50,linear
0.006,0.016,50,linear
0.017,0.026,50,linear
0.018,0.041,50,linear
0.026,0.043,50,linear
0.06,0.07,50,linear
0.001,0.001,50,linear
0.007,0.034,50,linear
0.019,0.038,50,linear
0.019,0.038,50,linear
0.018,0.018,50,linear
0.014,0.003,50,linear
0.003,0.005,50,linear
0.014,0.014,50,linear
0.008,0.02,50,linear
0.004,0.009,50,linear
0.003,0.006,50,linear
0.173,0.159,50,linear
0.007,0.018,50,linear
0.006,0.015,50,linear
0.014,0.015,50,linear
0.019,0.042,50,linear
0.005,0.011,50,linear
0.007,0.015,50,linear
0.118,0.094,50,linear
0.055,0.051,50,linear
0.011,0.03,50,linear
0.003,0.005,50,linear
0.001,0.002,50,linear
0.006,0.004,50,linear
0.064,0.052,50,linear
0.001,0.001,50,linear
0.031,0.036,50,linear
0.001,0.005,50,linear
0.001,0.001,50,linear
0.017,0.036,50,linear
0.001,0.003,50,linear
0.003,0.007,50,linear
0.031,0.043,50,linear
0.06,0.071,50,linear
0.001,0.009,50,linear
0.009,0.026,50,linear
0.016,0.022,50,linear
0.001,0.006,50,linear
0.005,0.007,50,linear
0.001,0.002,50,linear
0.014,0.027,50,linear
0.014,0.031,50,linear
0.016,0.004,50,linear
0.001,0.002,50,linear
0.005,0.013,50,linear
0.014,0.048,50,linear
0.059,0.051,50,linear
0.021,0.028,50,linear
0.003,0.013,50,linear
0.027,0.04,50,linear
0.03,0.038,50,linear
0.004,0.004,50,linear
0.004,0.012,50,linear
0.007,0.016,50,linear
0.019,0.046,50,linear
0.017,0.027,50,linear
0.001,0.001,50,linear
0.065,0.069,50,linear
0.004,0.015,50,linear
0.036,0.025,50,linear
0.015,0.033,50,linear
0.105,0.115,50,linear
0.046,0.043,50,linear
0.001,0.004,50,linear
0.008,0.007,50,linear
0.001,0.012,50,linear
0.034,0.045,50,linear
0.022,0.02,50,linear
0.002,0.005,50,linear
0.008,0.009,50,linear
0.045,0.048,50,linear
0.004,0.003,50,linear
0.09,0.1,50,linear
0.001,0.001,50,linear
0.002,0.006,50,linear
0.003,0.008,50,linear
0.013,0.022,50,linear
0.012,0.012,50,linear
0.003,0.003,50,linear
0.002,0.005,50,linear
0.021,0.03,50,linear
0.014,0.028,50,linear
0.04,0.062,50,linear
0.044,0.041,50,linear
0.049,0.026,50,linear
0.004,0.028,50,linear
0.064,0.075,50,linear
0.011,0.034,50,linear
0.006,0.008,50,linear
0.008,0.024,50,linear
0.064,0.022,50,linear
0.025,0.029,50,linear
0.014,0.024,50,linear
0.039,0.035,50,linear
0.089,0.105,50,linear
0.021,0.029,50,linear
0.058,0.055,50,linear
0.012,0.027,50,linear
0.087,0.092,50,linear
0.038,0.028,50,linear
0.092,0.11,50,linear
0.008,0.015,50,linear
0.007,0.015,50,linear
0.001,0.004,50,linear
0.001,0.008,50,linear
0.004,0.015,50,linear
0.008,0.001,50,linear
0.013,0.03,50,linear
0.006,0.011,50,linear
0.016,0.028,50,linear
0.002,0.005,50,linear
0.001,0.002,50,linear
0.003,0.005,50,linear
0.01,0.018,50,linear
0.019,0.043,50,linear
0.007,0.027,50,linear
0.001,0.001,50,linear
0.035,0.049,50,linear
0.002,0.007,50,linear
0.005,0.007,50,linear
0.008,0.022,50,linear
0.012,0.035,50,linear
0.009,0.003,50,linear
0.032,0.049,50,linear
0.021,0.034,50,linear
0.001,0.005,50,linear
0.009,0.007,50,linear
0.009,0.02,50,linear
0.007,0.033,50,linear
0.181,0.194,50,linear
0.018,0.032,50,linear
0.059,0.069,50,linear
0.024,0.036,50,linear
0.008,0.001,50,linear
0.057,0.06,50,linear
0.001,0.004,50,linear
0.001,0.001,50,linear
0.029,0.037,50,linear
0.007,0.005,50,linear
0.003,0.002,50,linear
0.008,0.029,50,linear
0.006,0.008,50,linear
0.008,0.02,50,linear
0.001,0.004,50,linear
0.146,0.154,50,linear
0.013,0.033,50,linear
0.001,0.004,50,linear
0.021,0.031,50,linear
0.038,0.047,50,linear
0.008,0.012,50,linear
0.053,0.055,50,linear
0.001,0.001,50,linear
0.012,0.021,50,linear
0.036,0.023,50,linear
0.01,0.014,50,linear
0.019,0.033,50,linear
0.016,0.029,50,linear
0.005,0.017,50,linear
0.013,0.001,50,linear
0.001,0.004,50,linear
0.032,0.036,50,linear
0.005,0.011,50,linear
0.017,0.026,50,linear
0.053,0.04,50,linear
0.019,0.016,50,linear
0.04,0.037,50,linear
0.02,0.03,50,linear
0.071,0.074,50,linear
0.079,0.091,50,linear
0.001,0.006,50,linear
0.006,0.008,50,linear
0.003,0.01,50,linear
0.032,0.04,50,linear
0.002,0.002,50,linear
0.045,0.058,50,linear
0.036,0.05,50,linear
0.02,0.027,50,linear
0.007,0.006,50,linear
0.017,0.034,50,linear
0.019,0.046,50,linear
0.012,0.011,50,linear
0.006,0.01,50,linear
0.003,0.011,50,linear
0.095,0.079,50,linear
0.007,0.007,50,linear
0.051,0.033,50,linear
0.043,0.053,50,linear
0.003,0.002,50,linear
0.009,0.028,50,linear
0.002,0.006,50,linear
0.003,0.002,50,linear
0.027,0.032,50,linear
0.012,0.021,50,linear
0.044,0.055,50,linear
0.019,0.037,50,linear
0.002,0.006,50,linear
0.015,0.031,50,linear
0.004,0.018,50,linear
0.013,0.007,50,linear
0.015,0.032,50,linear
0.003,0.01,50,linear
